wkt_geom,data_Bridge Name,data_Private Bridge?,data_Bridge Number According to Zucchetta,data_Name of Northern Sestiere,data_Name of Southern Sestiere,data_Minimum Step Width (m),data_Northern Island Number,data_Southern Island Number,Same Island?,birth_certificate_birthID,birth_certificate_ckID,birth_certificate_dob,birth_certificate_dor,birth_certificate_lat,birth_certificate_lon,birth_certificate_parentID,birth_certificate_recorder,birth_certificate_type,data_Additional Handrail?,data_Address,data_Address Letter,data_Arch Style,data_Arch Style Code,data_Average Height (m),data_Average Height of Railing (m),data_Average railing width (cm),data_Bridge Code,data_Canal Crossed,data_Canal Width (m),data_Central Thickness (m),data_Code for Material of Step Face,data_Code for railing type,data_Code for the material of the rail,data_Conditions of the Step Face,data_Construction Material,data_Construction Material Code,data_Crooked Bridge?,data_Date of Last Restoration,data_Date of Survey,data_Decorations,data_Description of Step Face Conditions,data_Estimated Surface Area,data_Face Material,data_Full Width Including Railings (m),data_H-C,data_H-N2,data_H-S2,data_Handicapped Accessible?,data_Height 1m North (m),data_Height 1m South (m),data_Height Center (m),data_Height of Step (cm),data_History,data_Hypotenuse North (deg),data_Hypotenuse South (deg),data_ID,data_Inclination North (deg),data_Inclination South (deg),data_Latitude,data_Length of Summit (m),data_Longitude,data_Material Code of Summit Pavement,data_Material of Summit Pavement,data_Maximum Inclination (deg),data_Minimum Height (m),data_Minimum Thickness (m),data_N Cathetus (deg),data_Net Width of Bridge (m),data_Northern Sestiere Code,data_Notes,data_Number of Arches,data_Number of Northern Steps,data_Number of Ramps,data_Number of Southern Steps,data_Number of Street Address On Bridge,data_Numerical Condition of Bridge,data_Numerical Condition of Decorations,data_Numerical Condition of Step Pavement Material,data_Numerical Condition of Summit Pavement,data_Photo Number of Arch,data_Photo Number of Ramp,data_Photo Number of Reference Elevation Point,Private?,data_Protrusion North (m),data_Protrusion South (m),data_Qualitative Condition of Bridge,data_Qualitative Condition of Decorations,data_Qualitative Condition of Step Pavement Material,data_Qualitative Condition of Summit Pavement,data_Qualitative condition of Railing,data_Railing Material,data_Railing condition,data_Ratio of Span to Height,data_Reference to CAD Drawings,data_S Cathetus (deg),data_SE-C,data_SE-N1,data_SE-N2,data_SE-S1,data_SE-S2,data_SI-C,data_SI-N1,data_SI-N2,data_SI-S1,data_SI-S2,data_Segment Code,data_Southern Sestiere Code,data_Span (m),data_Step Depth (cm),data_Step Pavement Material,data_Step Surface (Min),data_Street Addresses on Bridge,data_Surface Area From Map,data_Surface Area of Summit (m^2),data_Survey Incomplete?,data_Thickness 1m North Of Center (m),data_Thickness 1m South of Center (m),data_Thickness 2m North Of Center (m),data_Thickness 2m South of Center (m),data_Tide Level (m),data_Time of Survey (24:00),data_Total Number of Steps,data_Total Surface Area of Pavement (m^2),data_Total Surface Area of Steps (m^2),data_Tread Material,data_Type of Railing,data_Water level (cm),data_Width of Eastern Railing (cm),data_Width of Summit (m),data_Width of Western Railing (cm),data_Year Constructed,data_Year of Last Restoration
Point (12.32343509999999931 45.4270945000000026),Ponte S. Eufemia,FALSE,432,Giudecca,Giudecca,4.24,112,114,0,EUFEMIA,fdbc1a5f-d973-90ef-1a0f-907e037ad29a,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4270945,12.3234351,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,2.81,0.9,26,EUFEMIA,Rio de S. Eufemia,10.36,0.43,2,1,14,2,Mattoni e Pietra d'Istria,14,FALSE,,26-Jan-99,,Medie,65.92,Pietra d'Istria,4.76,4.4,4.42,4.39,FALSE,2.82,2.74,2.88,14,"�the Giudecca. The chronicle Scivos assures us that the parish church sacred to St. Euphemia, Dorothea, Thecla and Erasma, martyrs in Aquileia, was-constructed in 865 under the doge Bear Partecipazio. After being then restored several times, was reduced to its present form in the middle of the past century. He must have had various consecrazioni, of which we know nothing, however, that the eccettuatane 1371 ricordataci engaged by a plaque at the door. In 1810 the parish seat is moved from the church of S. Eufemia in that of SS. Redeemer to be fine again transported to St. Euphemia when the Capuchins in 1822 regained their ancient possessions. Andrea Davanzago, parish priest at St. Euphemia of Giudecca, having died in 1437 some Mina, led some girls to testify that the deceased, by his will nuncupativo, had left all his possessions. Therefore the first quoted Quarantia Criminal, said in a thousand pappolate exculpate himself, verbigrazia that Mina, dying, had given birth to two children ""in tendentes invisible"", the first of which in 1440 had to be pope, and the second emperor, adding words to modesty, say 'rasps', is passed over in silence. His defenses, however, earned him nothing, since, by judgment of 9 August of the same year 1437 he was sentenced to return to the relatives of Mina, which lay in poverty, as they believed the goods of it, and to remain in prison until the time of 'full refund.",7,7.8,260,FALSE,FALSE,45.4270945,3.7,12.3234351,8,Asfalto,FALSE,2.74,0.43,0,4.24,GD,,1,11,2,12,0,2,0,2,2,A35,A33,,0,0,0,Medie,,Medie,Medie,Medie,Mattoni e Pietra d'Istria,2,3.78,,0,1.26,1.34,1.5,1.39,1.56,0.83,0.85,0.96,0.86,0.99,EUFE1,GD,10.36,46,Asfalto,1.95,,71.3,15.69,FALSE,0.49,0.53,0.54,0.57,-0.26,12:25,23,60.55,44.86,8,Piena,0,26,4.24,26,0,0
Point (12.32293959999999977 45.42590760000000216),Ponte S. Cosmo o Lagoscuro,FALSE,434,Giudecca,Giudecca,3.34,113,114,0,COSMO,7a55f248-aa7b-c6b9-fef7-f365584cc861,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4259076,12.3229396,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Super Ribassato,7,2.72,1.09,12,COSMO,Rio de S. Eufemia,7.82,0.54,19,2,4,3,Legno Lamellare,5,FALSE,,26-Jan-99,,Buone,51.23,Metallo e Pietra d'Istria,3.58,4.68,4.68,4.68,FALSE,2.7,2.7,2.76,14.5,"�the Giudecca. Marina Celsi, Benedictine nun, abbess already in S. Maffio of Murano, and in Santa Eufemia Mazzorbo, involatasi the corruption of those convents, began to found the Giudecca in 1481 a church dedicated to SS. Cosmas and Damian, and a new convent of Benedictine nuns Observant, which were completed in 1492. In 1519 the pious woman was sent to reform the monastery of St. Second. In 1523, restituitasi to her companions, he died. The church was founded by her consecration after his death in 1583 by Julius Superchio, Bishop of Caorle. Currently ambidue on buildings serve to profane use.",6,5.7,262,FALSE,FALSE,45.4259076,4.5,12.3229396,4,Legno,FALSE,2.7,0.54,0,3.34,GD,I primi sette scalini da terra di entrambe le rampe sono in trachite e pietra d'Istria.,1,14,2,14,0,3,0,3,3,A37,A38,,0,0,0,Buone,,Buone,Buone,Buone,Legno,3,2.9,,0,1.64,1.7,1.86,1.7,1.87,1.1,1.1,1.09,1.09,1.09,EUFE2,GD,7.82,38,Trachite e Legno,1.27,,51.9,15.03,FALSE,0.6,0.61,0.77,0.78,-0.28,12:50,28,50.57,35.54,37,Vuoto Geometrico,0,12,3.34,12,0,0
Point (12.32685569999999942 45.4262857000000011),Ponte Piccolo,FALSE,435,Giudecca,Giudecca,2.63,114,115,0,PICCOLO,808b619b-2a1f-a9f5-f66e-8cc8f3e4a194,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4262857,12.3268557,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,TRUE,0,,Piano,2,2.54,0.95,8,PICCOLO,Rio del Ponte Piccolo,8.48,0.35,2,3,6,2,Metallo,6,FALSE,,26-Jan-99,,Medie,51.84,Pietra d'Istria,3.11,4.04,4.05,4.03,FALSE,2.56,2.53,2.54,13,�the Giudecca. It 's so said this bridge for his lack of width and extension.,4.9,4.7,263,FALSE,FALSE,45.4262857,8.7,12.3268557,8,Asfalto,FALSE,2.53,0.34,0,2.95,GD,,1,11,2,11,0,2,0,2,2,,A30,,0,0,0,Medie,,Medie,Medie,Medie,Metallo,2,3.35,,0,1.3,1.29,1.29,1.3,1.3,0.95,0.95,0.95,0.95,0.95,PPIC1,GD,8.48,41,Asfalto,1.08,,54.2,25.75,FALSE,0.34,0.35,0.34,0.35,-0.2,11:25,22,49.47,23.72,8,Vuoto Decorato,0,8,2.96,8,0,0
Point (12.32586350000000053 45.42455170000000209),Ponte de le Scuole,FALSE,437,Giudecca,Giudecca,2.67,114,116,0,SCUOLE,828157ed-cc80-0da4-633f-d7afc7d9e771,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4245517,12.3258635,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,3.06,0.9,73.5,SCUOLE,Rio del Ponte Piccolo,13.33,0.44,2,1,14,2,Mattoni e Pietra d'Istria,14,FALSE,,26-Jan-99,"due tondi messi a concio di chiave, leone alato",Medie,61.7,Pietra d'Istria,4.09,4.62,4.62,4.63,FALSE,3.06,3.03,3.08,12,,9.6,7.95,264,FALSE,FALSE,45.4245517,4.15,12.3258635,8,Asfalto,FALSE,3.03,0.44,0,2.62,GD,Presenza di un tubo a nord ovest.,1,16,2,14,0,2,2,2,1,A31,A32,,0,0.1,0.5,Medie,Medie,Medie,Cattive,Cattive,Mattoni e Pietra d'Istria,1,4.2,,0,1.29,1.31,1.44,1.35,1.52,0.85,0.87,0.89,0.87,1.01,PPIC2,GD,12.73,45,Asfalto,1.2,,76.6,10.75,FALSE,0.44,0.48,0.55,0.51,-0.25,12:05,30,46.79,36.05,8,Piena,0,29,2.59,118,0,0
Point (12.32672140000000027 45.42491989999999902),Ponte de la Palada,FALSE,438,Giudecca,Giudecca,1.85,115,116,0,PALADA,22e81d7f-ab91-4441-568e-a79f5e3ea0b2,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4249199,12.3267214,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Trapezoidale,8,2.57,1,11,PALADA,Rio della Palada,13.51,0.33,18,2,4,2,Legno,4,FALSE,,26-Jan-99,,Medie,35.25,Legno e Pietra d'Istria,2.07,4.06,4.04,4.05,FALSE,2.56,2.57,2.57,16,"�the Giudecca. Was called ""Palada of S. Anzolo ""because of its proximity to the church of that saint, and"" Palada of Ca 'Lombardo' because the patrician family Lombardo had here at twenty-four houses, go in afterwards Commissioner, administered by the Procurators of San Marco. For ""palada"" in this context means the pile-dwelling built prior to the foundation. Report on Dezan that the ""Foundation Palada"" the Giudecca It contained the School of B. V. of the Rosary, which was celebrating its festival every year with a pompous solemnity. Havva memory in the procession usually offered on this occasion he died in 1758 killed a child by a musket shot.",5.5,4.95,265,FALSE,FALSE,45.4249199,7.4,12.3267214,4,Legno,FALSE,2.56,0.32,0,1.85,GD,I primi due scalini da terra di entrambe le rampe sono interamente in pietra d'Istria.,3,9,2,9,0,2,0,2,2,A28,A29,,0,4.5,3.6,Medie,,Medie,Medie,Medie,Legno,2,2.11,,0,1.33,1.32,1.32,1.32,1.33,1,0.99,1,1,0.99,PALA,GD,5.41,55,Legno e Pietra d'Istria,1.02,,38.5,13.69,FALSE,0.33,0.32,0.32,0.34,-0.16,11:10,18,32.01,18.32,18,Vuoto Geometrico,0,11,1.85,11,0,0
Point (12.32827649999999942 45.42474179999999961),Ponte S. Angelo,FALSE,439,Giudecca,Giudecca,2.12,115,116,0,ANGELO,9883e771-f66e-c19b-b9c2-223306bcde78,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4247418,12.3282765,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Trapezoidale,8,2.46,0.9,10,ANGELO,Rio della Palada,13.25,0.32,19,2,4,2,Legno,4,FALSE,,26-Jan-99,,Medie,40.47,Metallo e Pietra d'Istria,2.32,3.83,3.82,3.84,FALSE,2.46,2.47,2.46,15,"On the prospect of a future home, that despite the reductions, reveals the original style archiacuto, scorgesi a kind of altar of marble, which at the top has a painting of the Virgin and Child between two angels, and in ' lower in low relief sculptural another angel, standing, coll'ali open, in the act of blessing with his right hand a globe, decorated by the cross, which he held with his left hand. The figure of this angel, from the waist down, it remains covered by two shields noble crossed by a bar, coat of arms repeated on the shaft of the inner courtyard, which we, in the second edition of the ""Curiosity Venetian,"" we said to belong to the patrician family Nani . The Stork on the contrary in its code 3255, now deposited in the Civic Museum, you will find the emblem of the Soranzo. This might leave some perplexity as expressed on the marble, the coats of arms of the Dwarves and Soranzo appear similar, and only expressed in color, differ from each other in this, that the shield of the Dwarves is fine gold and vermilion, while the Soranzo is fine gold and blue. The following, however, discovery, made by Stork, shows quite clearly that he was right in his assertion fullest. At the shore of the building known as ""Angel,"" she read plugged into the wall a surplus of burial Roman inscription which is stated in the 'Collection of Ancient Inscriptions ""of the famous friar Giocondo da Verona glue note:"" Venet. Rivulo in S. Marci, in Ripa D. Lucae Sorantio. "" Soranzo was therefore the building, and as between 'Giocondo dedicated his' Collection 'Lorenzo de' Medici, who died in 1492, we see this occur occurred in the fifteenth century, which fact is confirmed by genealogists with the news that Luke Soranzo, son of Christopher q. Gabriel, was approved pel Great Council in 1419, and in 1432 with Elizabeth ammogliossi Dandolo from S. Benedict. In addition, under the image of the well of the building itself, designed by Grevembroch (Ms. to the Civic Museum) reads: ""Well angelically symbolized the Bridge of the Angel, was Soranzo and then the Barbarighi.""
Returning then to enrollment Roman sovraccennata, which is almost entirely corrupted by the time it goes like this:

D. M.
T. Mestrius
T. L. Logismus
V. F. Sibi Et
Mestriae
Spiratae
Coniu.
The prof. Peter Pasini giudicolla the surname greek ""Logismus', belonging at the time of the Emperor Domitian, and riput� that this"" Mestrius Logismus ""was a slave emancipated by his good qualities by some member of the family mestria, famous in Venice earth, whence perhaps acquired the name of the land of Mestre.
Then it is curious that the story is said to have given rise to the angel sculpture on the facade of the building. We will draw the ""Annals of the Capuchins' father's Boverio, drawing upon some of the same words to him. He says, therefore, the good friar who lived in the house predicted the year 1552 a lawyer of the Curia Ducale, which, for all he was devoted to the B. See, had increased the entry with dishonest gains. He invited them to dinner one day his father Matthew Bascio, first general of the Capuchins, and a man of most holy life, and told him, before sitting down at the table, to have a monkey in the house good and experienced in a way that served him in all its domestic affairs. He knew immediately the father, by divine grace, which under the guise celavasi a demon, and who allowed herself to come before the monkey, who was lurking under a bed, he told her - I command from God to tell us who you are, and for what reason you joined in this house. - I am the devil or for other purposes here I am led to TRAR me that the soul of this lawyer, who for many titles I should. - Why then, being so hungry you, you have not killed him, and brought thee to hell? - Just because, before going to bed, it is always recommended to God and to the Blessed Virgin that if once he omitted the customary prayer, I, without delay, carried him from the eternal torments. - Matthew's father, heard it, hastened to command the enemy of God soon I'll go out of the house. And by opposing them that he had been given permission not partir top of there without doing some damage. - Well, his father said, do some damage, yes, but that I just want you to prescribe, and no more! Forerai starting this wall, and the hole will serve to witness the incident. - The devil obeyed, and his father, he set to dine coll'avvocato, the shooting of his past life, and in the end dell'ammonizione, picking up one end of the tablecloth, and twisting it, miraculously made it out of the blood in great abundance, saying, be to the blood of the poor whom he sucked with many unjust extortion. Cried the doctor proprii the past, and warmly thanked the cappuccino of the pardon, and to express their fear, however, that hole left by the devil, and calling it unsafe to remain free until the gate to so fierce adversary. But among 'Matthew assured him, and ordered him to put that hole in the image of an angel, imperciocch� would flee at the sight of the holy angels bad angels. This success was so public, concludes the Boverio, a bridge, near the house where scorgesi with the Angel, nowadays is called ""Bridge of the Angel.""
In spite of what is this story, repeated in Segneri (""Christian Instructed"") and Code 481, Class VII, the Marciana with the title: ""Memorable Cases Venetians collected by the gentleman from S. Pietro Gradenigo Giustina, ""with little criterion is attributed to the year of grace 1552 while, besides the painting and sculpture dell'altarino seem older, it appears to be a law of 1502 which until then of the"" Bridge of the Angel "" although not yet erected in stone, bore this name.
The House of the Angel is also famous pledge frescoes by Tintoretto, of which, however, all that remains is a few languid track. Narrasi that having the emulators of the supreme painter rumored that he would have to put your hands and feet in order to conduct the enterprise, that bizzarrissimo ingenuity but painted in the exterior faces of the apartments many groups and figures of battles, but wanted to include a cornice amount of hands and feet that claim, grab, press, push, and, in this way making a mockery pleasantly dell'astio of the envious.",12,132,266,FALSE,FALSE,45.4247418,9.7,12.3282765,4,Legno,FALSE,2.46,0.27,0,2.12,GD,"I primi cinque scalini da terra a nord sono in asfalto e pietra d'istria, i primi quattro scalini da terra a sud sono in asfalto e pietra d'istria.",3,9,2,8,0,2,0,2,2,A27,A26,,0,4.5,4.5,Medie,,Medie,Medie,Medie,Legno,2,1.73,,0,1.21,1.2,1.19,1.21,1.18,0.89,0.89,0.9,0.91,0.91,PALA,GD,4.25,36,Legno e Asfalto,0.76,,47.4,20.56,FALSE,0.31,0.3,0.29,0.27,-0.16,11:00,17,33.54,12.97,35,Vuoto Geometrico,0,10,2.12,10,0,0
Point (12.32900869999999927 45.42583049999999645),Ponte Longo,FALSE,440,Giudecca,Giudecca,3.64,115,117,0,LONGO,c1621084-a8e0-dd31-58bc-af103a1e2ef4,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4258305,12.3290087,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Super Ribassato,7,3.45,0.95,7,LONGO,Rio del Ponte Longo,33.93,0.63,2,3,6,2,Metallo,6,FALSE,,26-Jan-99,,Medie,186.39,Pietra d'Istria,4.2,5.12,5.16,5.09,FALSE,3.48,3.42,3.45,13,"�to S. Augustine. A well, girded with high wall, which serves to only use private house, gives its name to the requirements mentioned above locations.",7.58,7.25,267,FALSE,FALSE,45.4258305,34.7,12.3290087,8,Asfalto,FALSE,3.42,0.63,0,4.06,GD,,1,16,2,16,0,2,0,2,2,A24,A25,,0,1.78,2.3,Medie,,Medie,Medie,Medie,Metallo,2,8.73,,0,1.58,1.59,1.59,1.58,1.61,0.95,0.95,0.95,0.95,0.95,GIUD10,GD,29.85,36,Asfalto,1.31,,204.2,126.66,FALSE,0.64,0.63,0.64,0.66,-0.09,10:30,32,168.59,41.93,8,Vuoto Decorato,0,7,3.65,7,0,0
Point (12.33369219999999977 45.42536779999999652),Ponte de la Croze,FALSE,442,Giudecca,Giudecca,3.73,117,118,0,CROZE2,54e4043e-c17c-0d2f-2bec-22464f142872,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4253678,12.3336922,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,3.03,1.02,4,CROZE2,Rio della Croce,16.22,0.56,2,2,19,2,Mattoni e Pietra d'Istria,14,FALSE,,26-Jan-99,il concio chiave ha un cerchio,Medie,103.99,Pietra d'Istria,4.57,4.67,4.69,4.64,FALSE,3.03,2.97,3.09,13,,12.85,14.22,269,FALSE,FALSE,45.4253678,4.3,12.3336922,8,Asfalto,FALSE,2.97,0.56,0,4.49,GD,,1,15,2,15,0,2,2,2,2,A21,A20,,0,0,0,Medie,Medie,Medie,Medie,Medie,Metallo e Pietra d'Istria,2,5.46,,0,1.57,1.65,1.81,1.66,1.83,1.01,1.01,1.02,1.02,1.05,CROC,GD,16.22,50,Asfalto,1.87,,136,16.04,FALSE,0.64,0.64,0.79,0.78,-0.01,9:55,30,71.99,55.95,8,Vuoto Geometrico,0,4,3.73,4,0,0
Point (12.33353390000000083 45.42420299999999855),Ponte Privato va al civico 138,TRUE,441,Giudecca,Giudecca,1.35,117,118,0,CROC_P1,e391d440-7c56-ce13-8757-6ffa73ee7530,,"Mon, 16 Dec 2013 19:38:39 GMT",45.424203,12.3335339,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,138,,Trapezoidale,8,2.68,0.9,3,CROC_P1,Rio della Croce,8.43,0.3,4,2,6,2,Mattoni e Metallo,16,FALSE,,26-Jan-99,,Medie,22.53,Legno,2.08,3.93,3.93,3.93,FALSE,2.68,2.68,2.68,17,,99,99,268,FALSE,FALSE,45.424203,5.03,12.3335339,4,Legno,FALSE,2.68,0.3,0,2.02,GD,Il primo scalino a nord � in pietra d'Istria. Alcuni dati non rilevabili.,1,11,2,0,1,2,0,2,2,A22,A23,,1,0,0,Medie,,Medie,Medie,Medie,Metallo,2,3.15,,0,1.2,1.2,1.2,1.2,1.2,0.9,0.9,0.9,0.9,0.9,CROC,GD,8.43,31,Legno,0.42,138,31,9.46,FALSE,0.3,0.3,0.3,0.3,-0.05,10:10,11,14.06,4.6,4,Vuoto Geometrico,0,3,1.88,3,0,0
Point (12.34620529999999938 45.42925869999999833),Ponte privato - Passerella girevole,TRUE,443,Giudecca,Giudecca,0,119,119,1,GIORGIO,48d3b506-58ab-8d35-f6ad-15a4c4914589,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4292587,12.3462053,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Piano,2,1.4,1.08,10,GIORGIO,Darsena S. Giorgio,15.56,0.08,0,2,6,0,Legno e Metallo,17,FALSE,,26-Jan-99,,,11.44,,0.85,2.49,2.49,2.49,FALSE,1.4,1.4,1.4,0,,0,0,270,FALSE,FALSE,45.4292587,15.35,12.3462053,4,Legno,FALSE,1.4,0.08,0,0.65,GD,Alcuni dati non rilevabili.,5,0,2,0,0,3,0,3,3,A18,A19,,1,0,0,Buone,,Buone,Buone,Buone,Metallo,3,11.11,,0,1.16,1.16,1.16,1.16,1.16,1.08,1.08,1.08,1.08,1.08,DGIO1,GD,15.56,0,Legno,0,,12.9,9.98,FALSE,0.08,0.08,0.08,0.08,0.07,9:20,0,9.98,0,4,Vuoto Geometrico,0,10,0.65,10,0,0
Point (12.31019610000000064 45.42577039999999755),Ponte de l'Inceneritore (Privato),TRUE,426,Giudecca,Giudecca,2.73,120,108,0,INCENER,b6c3c2d6-ed98-a4ed-1313-fabc6a8e38f5,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4257704,12.3101961,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Trapezoidale,8,4.02,0.97,14,INCENER,Rio de Sacca San Biagio,35.59,0.6,4,2,4,1,Legno,4,FALSE,,26-Jan-99,,Cattive,99.92,Legno,2.92,5.87,5.87,5.87,FALSE,4.02,4.02,4.02,10,,10.7,11,254,FALSE,FALSE,45.4257704,3.76,12.3101961,4,Legno,FALSE,4.02,0.6,0,2.64,GD,Rampa sud senza scalini.,3,6,2,0,0,2,0,1,1,,,,1,12.7,12.4,Medie,,Cattive,Cattive,Cattive,Legno,1,2.61,,0,1.57,1.57,1.57,1.57,1.57,0.97,0.97,0.97,0.97,0.97,SACB2,GD,10.49,56,Legno,1.53,,180.4,10.26,FALSE,0.6,0.6,0.6,0.6,-0.28,14:10,6,19.44,9.17,4,Vuoto Geometrico,0,14,2.73,14,0,0
Point (12.32117689999999932 45.44455260000000152),Ponte Novo de l'Ospizio Da Ponte,FALSE,446,Cannaregio,Cannaregio,1.5,123,20,0,OSPIZIO,11f5fa29-dec9-2028-e4ad-7e746344267d,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4445526,12.3211769,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Trapezoidale,8,2.41,1.07,10,OSPIZIO,Rio de la Crea,4.74,0.27,4,2,4,4,Legno,4,FALSE,01-Jan-98,14-Jan-99,,Ottime,9.78,Legno,1.73,3.43,3.31,3.3,FALSE,2.35,2.34,2.54,16,,3.4,3.38,273,FALSE,FALSE,45.4445526,1.7,12.3211769,4,Legno,FALSE,2.34,0.27,0,1.53,CN,,1,10,2,10,0,4,0,4,4,C3,C4,,0,0,0,Ottime,,Ottime,Ottime,Ottime,Legno,4,2.03,,0,1.33,1.4,1.38,1.4,1.37,1.06,1.09,1.07,1.08,1.05,CREA1,CN,4.74,34,Legno,0.51,,6.8,2.55,FALSE,0.31,0.32,0.31,0.32,0.44,10:08,20,12.75,10.2,4,Vuoto Geometrico,0,10,1.5,10,0,2
Point (12.32159000000000049 45.44504349999999704),Ponte Novo de la Crea,FALSE,444,Cannaregio,Cannaregio,3.97,123,20,0,CREA,55d6b837-e17c-dc48-5f66-cc79b10270c9,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4450435,12.32159,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,TRUE,0,,Sesto Ribassato,6,2.38,0.86,42,CREA,Rio de la Crea,5.4,0.67,2,1,2,4,Mattoni e Pietra d'Istria,14,FALSE,,14-Jan-99,,Ottime,79.29,Pietra d'Istria,4.8,3.54,3.52,3.55,TRUE,2.3,2.36,2.47,14,,6.72,6.86,271,FALSE,FALSE,45.4450435,2.25,12.32159,3,Trachite,FALSE,2.3,0.67,0,3.96,CN,Costruito 1998. Servoscala elettrico.,1,13,2,13,0,4,0,4,4,C6,C5,,0,0,0,Ottime,,Ottime,Ottime,Ottime,Pietra d'Istria,4,2.35,,0,1.5,1.65,1.79,1.62,1.77,0.83,0.85,0.92,0.85,0.85,CANN3,CN,5.4,39,Trachite,1.55,,109.4,8.93,FALSE,0.8,0.77,0.87,0.92,0.43,10:18,26,49.19,40.26,3,Piena,0,42,3.97,42,0,0
Point (12.32006990000000002 45.44301070000000209),Ponte Priuli ai Cavalletti,FALSE,266,Cannaregio,Cannaregio,2.11,123,20,0,PRIULC,93b3e456-f1a3-90fa-d291-20fe7a850ced,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4430107,12.3200699,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,TRUE,0,,Trapezoidale,8,2.72,0.95,11,PRIULC,Rio de la Crea,6.65,0.28,17,2,4,2,Legno e Metallo,17,FALSE,,14-Jan-99,,Medie,19.25,Legno e Metallo,2.34,3.47,3.44,3.43,FALSE,2.71,2.69,2.76,16,,2.78,3.4,253,FALSE,FALSE,45.4430107,3.62,12.3200699,4,Legno,FALSE,2.69,0.28,0,2.12,CN,"Il primo scalino della rampa nord e' in pietra d'Istria, cartello con divieto d'accesso.",1,8,2,10,0,2,0,2,2,C2,C1,,0,0,0,Medie,,Medie,Medie,Medie,Legno,2,2.47,,0,1.22,1.24,1.29,1.25,1.31,0.94,0.96,0.92,0.96,0.97,CREA1,CN,6.65,30,Legno,0.63,,19.4,7.71,FALSE,0.28,0.29,0.37,0.34,0.51,9:35,18,19.1,11.39,4,Vuoto Geometrico,0,11,2.13,11,0,0
NULL,Ponte del Campo Sportivo,FALSE,516,Murano,Murano,0,201,203,0,SPORT,0f663123-c8cf-f700-803a-5f02bf146f8d,,"Mon, 16 Dec 2013 19:38:40 GMT",0,0,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Trapezoidale,8,2.4,0.93,15,SPORT,Canale S. Mattia,15.48,0.34,0,2,4,0,Legno e Cemento Armato,44,FALSE,,19-Dec-99,,,31.24,,2.66,2.92,2.92,2.92,FALSE,2.4,2.4,2.4,0,,4.7,4.84,16,FALSE,FALSE,0,6.74,0,4,Legno,FALSE,2.4,0.34,0,2.36,MU,Rampe senza gradini. Pilastri di sostegno in cemento armato.,3,0,2,0,0,3,0,0,0,C22,C21,,0,4.95,4.6,Buone,,Pessime,Pessime,Buone,Legno,3,2.47,,0,1.28,1.28,1.28,1.28,1.28,0.94,0.94,0.92,0.94,0.92,CTIA,MU,5.93,0,Legno,0,,46.3,16.18,FALSE,0.34,0.34,0.36,0.36,0.76,8:50,0,16.18,0,4,Vuoto Geometrico,0,15,2.4,15,0,0
